Gene	tpm_avg
Zm00001eb002390	5.5209395
Zm00001eb002400	0
Zm00001eb002410	0
Zm00001eb002420	36.6640745
Zm00001eb002430	6.7909755
Zm00001eb002440	2.741607
Zm00001eb002450	5.0007405
Zm00001eb002460	3.3755025
Zm00001eb002470	4.111262
Zm00001eb002480	0.4995305
Zm00001eb002490	19.1106265
Zm00001eb002500	0
Zm00001eb002510	66.558786
Zm00001eb002520	8.4626305
Zm00001eb002530	10.0219625
Zm00001eb002540	2.344466
Zm00001eb002550	99.94304
Zm00001eb002560	26.0059195
Zm00001eb002570	5.244791
Zm00001eb002580	6.9136605
Zm00001eb002590	0.1607935
Zm00001eb002600	1.4780735
Zm00001eb002610	5.823198
Zm00001eb002620	25.325375
Zm00001eb002630	0
Zm00001eb002640	27.213957
Zm00001eb002650	0
Zm00001eb002660	0.9690795
Zm00001eb002670	0
Zm00001eb002680	210.3550745
Zm00001eb002690	28.8019565
Zm00001eb002700	0.1805155
Zm00001eb002710	0
Zm00001eb002720	3.104855
Zm00001eb002730	0.098961
Zm00001eb002740	42.367816
Zm00001eb002750	0
Zm00001eb002760	2.730467
Zm00001eb002770	0
Zm00001eb002780	9.6887805
Zm00001eb002790	6.281268
Zm00001eb002800	14.408002
Zm00001eb002810	84.0148875
Zm00001eb002820	8.249081
Zm00001eb002830	0.398695
Zm00001eb002840	0.0901485
Zm00001eb002850	5.3727185
Zm00001eb002860	0
Zm00001eb002870	2.153594
Zm00001eb002880	0
Zm00001eb002890	0
Zm00001eb002900	0
Zm00001eb002910	0
Zm00001eb002920	2.796961
Zm00001eb002930	5.755298
Zm00001eb002940	13.080563
Zm00001eb002950	7.6768335
Zm00001eb002960	41.5837625
Zm00001eb002970	0
Zm00001eb002980	0
Zm00001eb002990	0
Zm00001eb003000	12.392617
Zm00001eb003010	34.681954
Zm00001eb003020	9.1004645
Zm00001eb003030	25.1822865
Zm00001eb003040	20.544367
Zm00001eb003050	0.380173
Zm00001eb003060	0
Zm00001eb003070	8.38294
Zm00001eb003080	20.38074
Zm00001eb003090	0.564726
Zm00001eb003100	0
Zm00001eb003110	6.9151905
Zm00001eb003120	0
Zm00001eb003130	4.4582375
Zm00001eb003140	4.418296
Zm00001eb003150	0.035415
Zm00001eb003160	0
Zm00001eb003170	5.244731
Zm00001eb003180	197.4999195
Zm00001eb003190	8.504486
Zm00001eb003200	20.253477
Zm00001eb003210	0
Zm00001eb003220	1.098927
Zm00001eb003230	9.554489
Zm00001eb003240	12.5169245
Zm00001eb003250	0
Zm00001eb003260	0
Zm00001eb003270	0
Zm00001eb003280	0
Zm00001eb003290	0
Zm00001eb003300	0
Zm00001eb003310	1.837545
Zm00001eb003320	3.3140295
Zm00001eb003330	0.331731
Zm00001eb003340	0.563069
Zm00001eb003350	33.3886625
Zm00001eb003360	14.542639
Zm00001eb003370	0
Zm00001eb003380	0.0971605
Zm00001eb003390	0
Zm00001eb003400	0.03187
Zm00001eb003410	0
Zm00001eb003420	18.298265
Zm00001eb003430	0
Zm00001eb003440	4.076282
Zm00001eb003450	0.35992
Zm00001eb003460	0.6787965
Zm00001eb003470	0
Zm00001eb003480	24.1688025
Zm00001eb003490	52.3094325
Zm00001eb003500	1.8991
Zm00001eb003510	8.1403455
Zm00001eb003520	0.469823
Zm00001eb003530	0
Zm00001eb003540	25.8898055
Zm00001eb003550	9.766563
Zm00001eb003560	0
Zm00001eb003570	0.941256
Zm00001eb003580	0.549999
Zm00001eb003590	0
Zm00001eb003600	0.06064
Zm00001eb003610	0
Zm00001eb003620	0
Zm00001eb003630	0
Zm00001eb003640	0
Zm00001eb003650	3.083705
Zm00001eb003660	0.042238
Zm00001eb003670	16.0201505
Zm00001eb003680	0
Zm00001eb003690	9.072807
Zm00001eb003700	13.1744855
Zm00001eb003710	0
Zm00001eb003720	0
Zm00001eb003730	183.383802
Zm00001eb003740	0
Zm00001eb003750	2.869763
Zm00001eb003760	14.4262365
Zm00001eb003770	0.0219195
Zm00001eb003780	27.3609525
Zm00001eb003790	0
Zm00001eb003800	0
Zm00001eb003810	5.315032
Zm00001eb003820	22.2195365
Zm00001eb003830	27.659492
Zm00001eb003840	22.1429895
Zm00001eb003850	4.4814875
Zm00001eb003860	1.9577875
Zm00001eb003870	0.320492
Zm00001eb003880	139.035535
Zm00001eb003890	3.413225
Zm00001eb003900	3.631268
Zm00001eb003910	0
Zm00001eb003920	0
Zm00001eb003930	57.4619605
Zm00001eb003940	0.627102
Zm00001eb003950	0
Zm00001eb003960	0.101109
Zm00001eb003970	3.518813
Zm00001eb003980	0.3936935
Zm00001eb003990	0.3098515
Zm00001eb004000	0.4091375
Zm00001eb004010	0
Zm00001eb004020	0
Zm00001eb004030	25.0963675
Zm00001eb004040	8.5577075
Zm00001eb004050	123.962366
Zm00001eb004060	24.4626615
Zm00001eb004070	0
Zm00001eb004080	0
Zm00001eb004090	16.2398035
Zm00001eb004100	0.027927
Zm00001eb004110	0
Zm00001eb004120	59.1558145
Zm00001eb004130	0
Zm00001eb004140	19.721767
Zm00001eb004150	0.995569
Zm00001eb004160	22.1607535
Zm00001eb004170	12.951735
Zm00001eb004180	1.380997
Zm00001eb004190	12.4903495
Zm00001eb004200	0.0572325
Zm00001eb004210	16.565026
Zm00001eb004220	0
Zm00001eb004230	0
Zm00001eb004240	16.73911
Zm00001eb004250	1.459675
Zm00001eb004260	0.048673
Zm00001eb004270	0
Zm00001eb004280	0
Zm00001eb004290	81.330193
Zm00001eb004300	0
Zm00001eb004310	13.226585
Zm00001eb004320	13.4348265
Zm00001eb004330	0.0745895
Zm00001eb004340	50.501951
Zm00001eb004350	0
Zm00001eb004360	0
Zm00001eb004370	23.2389705
Zm00001eb004380	0.3489315
Zm00001eb004390	16.160297
Zm00001eb004400	79.9197985
Zm00001eb004410	383.0479755
Zm00001eb004420	50.814765
Zm00001eb004430	2.340284
Zm00001eb004440	13.3841555
Zm00001eb004450	0
Zm00001eb004460	0.332452
Zm00001eb004470	0.5922745
Zm00001eb004480	3.8829855
Zm00001eb004490	7.567612
Zm00001eb004500	2.7925585
Zm00001eb004510	1.771573
Zm00001eb004520	0
Zm00001eb004530	0
Zm00001eb004540	0.708156
Zm00001eb004550	7.779384
Zm00001eb004560	2.2566945
Zm00001eb004570	7.804956
Zm00001eb004580	0.046276
Zm00001eb004590	2.796221
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004620	0
Zm00001eb004630	2.9327475
Zm00001eb004640	0
Zm00001eb004650	0
Zm00001eb004660	106.4796845
Zm00001eb004670	21.3288795
Zm00001eb004680	0.27601
Zm00001eb004690	0
Zm00001eb004700	1.8562215
Zm00001eb004710	0
Zm00001eb004720	0.127229
Zm00001eb004730	27.360876
Zm00001eb004740	0.072365
Zm00001eb004750	18.589656
Zm00001eb004760	1.493289
Zm00001eb004770	3.517023
Zm00001eb004780	15.424948
Zm00001eb004790	41.7081465
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	0
Zm00001eb004870	0.2348565
Zm00001eb004880	0
Zm00001eb004890	2.1494505
Zm00001eb004900	10.2326835
Zm00001eb004910	0
Zm00001eb004920	0
Zm00001eb004930	0
Zm00001eb004940	10.500843
Zm00001eb004950	0
Zm00001eb004960	69.4064015
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	8.4632355
Zm00001eb005000	2.694416
Zm00001eb005010	2.3053335
Zm00001eb005020	19.9800255
Zm00001eb005030	13.0974135
Zm00001eb005040	0
Zm00001eb005050	0
Zm00001eb005060	2.8984245
Zm00001eb005070	14.4908145
Zm00001eb005080	0
Zm00001eb005090	0.724405
Zm00001eb005100	1.321855
Zm00001eb005110	8.4461575
Zm00001eb005120	0.778371
Zm00001eb005130	86.4373145
Zm00001eb005140	146.518331
Zm00001eb005150	0
Zm00001eb005160	0
Zm00001eb005170	0.042726
Zm00001eb005180	0
Zm00001eb005190	3.214573
Zm00001eb005200	0
Zm00001eb005210	1.180113
Zm00001eb005220	37.1201195
Zm00001eb005230	1.3624405
Zm00001eb005240	0
Zm00001eb005250	0.0471435
Zm00001eb005260	0.0922325
Zm00001eb005270	5.5708745
Zm00001eb005280	1.7098975
Zm00001eb005290	0
Zm00001eb005300	0.2492445
Zm00001eb005310	1.8316215
Zm00001eb005320	32.45135
Zm00001eb005330	634.2160315
Zm00001eb005340	3.0085985
Zm00001eb005350	0.24245
Zm00001eb005360	3.825906
Zm00001eb005370	4.3402975
Zm00001eb005380	64.133925
Zm00001eb005390	83.9633235
Zm00001eb005400	5.555843
Zm00001eb005410	0
Zm00001eb005420	155.8092065
Zm00001eb005430	133.8540735
Zm00001eb005440	28.3926655
Zm00001eb005450	0
Zm00001eb005460	72.167116
Zm00001eb005470	0
Zm00001eb005480	0
Zm00001eb005490	0.2595105
Zm00001eb005500	0.318266
Zm00001eb005510	0
Zm00001eb005520	0
Zm00001eb005530	59.063848
Zm00001eb005540	0
Zm00001eb005550	69.1332225
Zm00001eb005560	0
Zm00001eb005570	1.0522795
Zm00001eb005580	0
Zm00001eb005590	0
Zm00001eb005600	12.4958975
Zm00001eb005610	0
Zm00001eb005620	0.291373
Zm00001eb005630	20.784886
Zm00001eb005640	3.4911965
Zm00001eb005650	0.25454
Zm00001eb005660	16.6075055
Zm00001eb005670	7.633118
Zm00001eb005680	5.285152
Zm00001eb005690	5.033411
Zm00001eb005700	21.3004665
Zm00001eb005710	45.4617435
Zm00001eb005720	0
Zm00001eb005730	5.6130795
Zm00001eb005740	0.126574
Zm00001eb005750	0
Zm00001eb005760	42.477107
Zm00001eb005770	1.9473565
Zm00001eb005780	3.5968225
Zm00001eb005790	0
Zm00001eb005800	0.0249565
Zm00001eb005810	1.3298695
Zm00001eb005820	82.624448
Zm00001eb005830	70.904207
Zm00001eb005840	13.043955
Zm00001eb005850	18.503486
Zm00001eb005860	1.8189675
Zm00001eb005870	0
Zm00001eb005880	0
Zm00001eb005890	0.5857885
Zm00001eb005900	0.5104595
Zm00001eb005910	0
Zm00001eb005920	1.9685005
Zm00001eb005930	0.310179
Zm00001eb005940	5.633755
Zm00001eb005950	73.954139
Zm00001eb005960	52.109405
Zm00001eb005970	0.6014095
Zm00001eb005980	1.414171
Zm00001eb005990	5.261075
Zm00001eb006000	100.2097795
Zm00001eb006010	0.51737
Zm00001eb006020	106.3760925
Zm00001eb006030	0
Zm00001eb006040	10.7686265
Zm00001eb006050	0.027237
Zm00001eb006060	0
Zm00001eb006070	0
Zm00001eb006080	15.964865
Zm00001eb006090	0
Zm00001eb006100	0.426689
Zm00001eb006110	0
Zm00001eb006120	0
Zm00001eb006130	0
Zm00001eb006140	6.773446
Zm00001eb006150	10.765151
Zm00001eb006160	0.047997
Zm00001eb006170	0
Zm00001eb006180	0.480206
Zm00001eb006190	0
Zm00001eb006200	0.145474
Zm00001eb006210	0.1275935
Zm00001eb006220	3.2963875
Zm00001eb006230	0
Zm00001eb006240	0
Zm00001eb006250	0
Zm00001eb006260	0
Zm00001eb006270	47.9315095
Zm00001eb006280	0
Zm00001eb006290	0
Zm00001eb006300	92.196689
Zm00001eb006310	0.1957415
Zm00001eb006320	1.4154735
Zm00001eb006330	0.2303835
Zm00001eb006340	0.62035
Zm00001eb006350	29.8791995
Zm00001eb006360	2.6618935
Zm00001eb006370	0
Zm00001eb006380	6.0196025
Zm00001eb006390	3.999017
Zm00001eb006400	10.275128
Zm00001eb006410	2.305077
Zm00001eb006420	0.1940265
Zm00001eb006430	0
Zm00001eb006440	0.7481735
Zm00001eb006450	7.413995
Zm00001eb006460	0
Zm00001eb006470	11.5440415
Zm00001eb006480	11.0417835
Zm00001eb006490	0
Zm00001eb006500	0
Zm00001eb006510	15.627619
Zm00001eb006520	2.8202195
Zm00001eb006530	179.0490715
Zm00001eb006540	22.454873
Zm00001eb006550	7.774769
Zm00001eb006560	6.0195495
Zm00001eb006570	15.6417755
Zm00001eb006580	0
Zm00001eb006590	1.6309555
Zm00001eb006600	0
Zm00001eb006610	0.453302
Zm00001eb006620	17.7209895
Zm00001eb006630	0
Zm00001eb006640	0
Zm00001eb006650	0
Zm00001eb006660	3.247072
Zm00001eb006670	0
Zm00001eb006680	0.8131335
Zm00001eb006690	39.0775585
Zm00001eb006700	8.809065
Zm00001eb006710	0.090662
Zm00001eb006720	4.307632
Zm00001eb006730	0
Zm00001eb006740	0
Zm00001eb006750	0
Zm00001eb006760	1.5321965
Zm00001eb006770	20.449758
Zm00001eb006780	0
Zm00001eb006790	0
Zm00001eb006800	0
Zm00001eb006810	0.458479
Zm00001eb006820	16.420663
Zm00001eb006830	61.1103525
Zm00001eb006840	0
Zm00001eb006850	8.540717
Zm00001eb006860	1.249742
Zm00001eb006870	17.434262
Zm00001eb006880	10.033999
Zm00001eb006890	1.0828915
Zm00001eb006900	0
Zm00001eb006910	21.633942
Zm00001eb006920	7.7729455
Zm00001eb006930	5.314862
Zm00001eb006940	1.2344395
Zm00001eb006950	0.071512
Zm00001eb006960	0
Zm00001eb006970	0
Zm00001eb006980	0
Zm00001eb006990	0
Zm00001eb007000	0.882413
Zm00001eb007010	9.2873095
Zm00001eb007020	0
Zm00001eb007030	9.8841795
Zm00001eb007040	0
Zm00001eb007050	4.7294355
Zm00001eb007060	119.1351975
Zm00001eb007070	9.911964
Zm00001eb007080	3.315409
Zm00001eb007090	28.3796315
Zm00001eb007100	0.067654
Zm00001eb007110	0
Zm00001eb007120	0.083004
Zm00001eb007130	206.307907
Zm00001eb007140	3.9594875
Zm00001eb007150	20.1399745
Zm00001eb007160	0
Zm00001eb007170	8.7351015
Zm00001eb007180	23.002602
Zm00001eb007190	0.3668335
Zm00001eb007200	0.2519515
Zm00001eb007210	2.065099
Zm00001eb007220	20.949256
Zm00001eb007230	0
Zm00001eb007240	7.146974
Zm00001eb007250	28.5651405
Zm00001eb007260	0
Zm00001eb007270	10.391488
Zm00001eb007280	22.809471
Zm00001eb007290	0
Zm00001eb007300	0
Zm00001eb007310	1.8028855
Zm00001eb007320	25.341829
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	18.1964725
Zm00001eb007450	0
Zm00001eb007460	0.085262
Zm00001eb007470	5.148995
Zm00001eb007480	0
Zm00001eb007490	13.101773
Zm00001eb007500	0.062655
Zm00001eb007510	9.303863
Zm00001eb007520	0
Zm00001eb007530	0.657015
Zm00001eb007540	0
Zm00001eb007550	0.0407775
Zm00001eb007560	0
Zm00001eb007570	5.198983
Zm00001eb007580	0
Zm00001eb007590	2.880534
Zm00001eb007600	17.811179
Zm00001eb007610	14.464028
Zm00001eb007620	0
Zm00001eb007630	0
Zm00001eb007640	1.9094205
Zm00001eb007650	4.0110715
Zm00001eb007660	0
Zm00001eb007670	20.623752
Zm00001eb007680	1.387531
Zm00001eb007690	61.93839
Zm00001eb007700	1.666507
Zm00001eb007710	0
Zm00001eb007720	2.1576185
Zm00001eb007730	11.5980395
Zm00001eb007740	0.0245515
Zm00001eb007750	4.2705275
Zm00001eb007760	8.3235725
Zm00001eb007770	1.37537
Zm00001eb007780	16.998215
Zm00001eb007790	0.1062175
Zm00001eb007800	6.075919
Zm00001eb007810	35.111863
Zm00001eb007820	2.5117615
Zm00001eb007830	5.273163
Zm00001eb007840	0
Zm00001eb007850	0
Zm00001eb007860	383.1683635
Zm00001eb007870	0.5377735
Zm00001eb007880	0
Zm00001eb007890	0
Zm00001eb007900	1.9840835
Zm00001eb007910	0
Zm00001eb007920	2.520581
Zm00001eb007930	0.874433
Zm00001eb007940	0.0617665
Zm00001eb007950	0
Zm00001eb007960	3.9507905
Zm00001eb007970	0
Zm00001eb007980	0
Zm00001eb007990	0
Zm00001eb008000	0
Zm00001eb008010	0.9626495
Zm00001eb008020	0
Zm00001eb008030	0.881862
Zm00001eb008040	3.268693
Zm00001eb008050	0
Zm00001eb008060	73.3766065
Zm00001eb008070	8.756225
Zm00001eb008080	6.9610865
Zm00001eb008090	15.144449
Zm00001eb008100	321.0451655
Zm00001eb008110	11.1397225
Zm00001eb008120	0
Zm00001eb008130	9.009359
Zm00001eb008140	15.789264
Zm00001eb008150	9.716076
Zm00001eb008160	5.450429
Zm00001eb008170	26.3835405
Zm00001eb008180	0.0697305
Zm00001eb008190	0
Zm00001eb008200	0.7338555
Zm00001eb008210	0
Zm00001eb008220	0
Zm00001eb008230	0
Zm00001eb008240	1.312539
Zm00001eb008250	3.290486
Zm00001eb008260	0.39152
Zm00001eb008270	2.301339
Zm00001eb008280	0.802731
Zm00001eb008290	0.6497255
Zm00001eb008300	14.6626215
Zm00001eb008310	7.6374045
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	13.7675675
Zm00001eb008350	0
Zm00001eb008360	222.8827185
Zm00001eb008370	32.150049
Zm00001eb008380	0.1259375
Zm00001eb008390	0
Zm00001eb008400	42.159258
Zm00001eb008410	0
Zm00001eb008420	85.511409
Zm00001eb008430	31.729771
Zm00001eb008440	21.087902
Zm00001eb008450	9.7101
Zm00001eb008460	44.395441
Zm00001eb008470	7.6817915
Zm00001eb008480	29.0935825
Zm00001eb008490	13.595424
Zm00001eb008500	4.7279225
Zm00001eb008510	0
Zm00001eb008520	6.45494
Zm00001eb008530	0.89841
Zm00001eb008540	0
Zm00001eb008550	48.5878595
Zm00001eb008560	0
Zm00001eb008570	6.149032
Zm00001eb008580	0.7499275
Zm00001eb008590	2.0862185
Zm00001eb008600	0
Zm00001eb008610	88.1863445
Zm00001eb008620	11.415972
Zm00001eb008630	10.9594195
Zm00001eb008640	5.407255
Zm00001eb008650	11.7145765
Zm00001eb008660	2.488855
Zm00001eb008670	0
Zm00001eb008680	0.4617965
Zm00001eb008690	0.6418975
Zm00001eb008700	37.038734
Zm00001eb008710	14.9750285
Zm00001eb008720	4.787355
Zm00001eb008730	24.7623605
Zm00001eb008740	1.0002605
Zm00001eb008750	0.465899
Zm00001eb008760	0
Zm00001eb008770	2.0376215
Zm00001eb008780	6.8639275
Zm00001eb008790	5.183189
Zm00001eb008800	2.6503075
Zm00001eb008810	21.1581715
Zm00001eb008820	0
Zm00001eb008830	2.7962675
Zm00001eb008840	0
Zm00001eb008850	85.9246785
Zm00001eb008860	0
Zm00001eb008870	0
Zm00001eb008880	6.790702
Zm00001eb008890	0.4586615
Zm00001eb008900	13.9220595
Zm00001eb008910	356.0886255
Zm00001eb008920	93.3172295
Zm00001eb008930	2.650865
Zm00001eb008940	2.8679205
Zm00001eb008950	1.9842605
Zm00001eb008960	0
Zm00001eb008970	0.020244
Zm00001eb008980	0.0497465
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	0.6841575
Zm00001eb009020	0
Zm00001eb009030	0
Zm00001eb009040	0.8140265
Zm00001eb009050	0
Zm00001eb009060	1.2425995
Zm00001eb009070	14.8234585
Zm00001eb009080	3.4868565
Zm00001eb009090	102.0664095
Zm00001eb009100	14.9026085
Zm00001eb009110	5.8003685
Zm00001eb009120	0.451978
Zm00001eb009130	2.654083
Zm00001eb009140	6.490628
Zm00001eb009150	0
Zm00001eb009160	7.693951
Zm00001eb009170	3.293364
Zm00001eb009180	0
Zm00001eb009190	0
Zm00001eb009200	0
Zm00001eb009210	0
Zm00001eb009220	0
Zm00001eb009230	1.307464
Zm00001eb009240	53.7249515
Zm00001eb009250	12.1988405
Zm00001eb009260	0.3457585
Zm00001eb009270	0
Zm00001eb009280	0
Zm00001eb009290	1.1986315
Zm00001eb009300	0.0858905
Zm00001eb009310	15.0727775
Zm00001eb009320	1.3821065
Zm00001eb009330	0
Zm00001eb009340	5.6579405
Zm00001eb009350	0.06646
Zm00001eb009360	2.0734175
Zm00001eb009370	9.790084
Zm00001eb009380	0.064702
Zm00001eb009390	0
Zm00001eb009400	0.097612
Zm00001eb009410	0
Zm00001eb009420	0
Zm00001eb009430	4.1548335
Zm00001eb009440	0
Zm00001eb009450	0
Zm00001eb009460	4.845031
Zm00001eb009470	0.1114075
Zm00001eb009480	17.6028665
Zm00001eb009490	2.1023735
Zm00001eb009500	41.5476765
Zm00001eb009510	41.796623
Zm00001eb009520	1389.6192705
Zm00001eb009530	8.9036535
Zm00001eb009540	3.6213155
Zm00001eb009550	10.0178845
Zm00001eb009560	0
Zm00001eb009570	1.890709
Zm00001eb009580	15.1461225
Zm00001eb009590	0.115469
Zm00001eb009600	1.6226465
Zm00001eb009610	0.04876
Zm00001eb009620	0
Zm00001eb009630	0.045897
Zm00001eb009640	5.6347095
Zm00001eb009650	0
Zm00001eb009660	1.5197275
Zm00001eb009670	0.0769275
Zm00001eb009680	8.687878
